genesymbol,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,workflow
Rpl22,7.321719500487564e-12,-0.3024304850277866,0.994,0.989,1.4721781399630344e-7,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
0610012G03Rik,7.409292007538932e-12,0.3315943842277381,0.89,0.774,1.4897863439558532e-7,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Kpna1,7.417611871950284e-12,0.5054643715294416,0.507,0.344,1.4914592190930438e-7,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Prr3,7.432569741753643e-12,0.4698431559045909,0.569,0.396,1.4944667979744052e-7,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Ccdc127,7.574535906263771e-12,0.5641106511172223,0.452,0.295,1.5230119346724566e-07,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Stradb,7.61787477364701e-12,0.5719237693154224,0.401,0.251,1.5317260807372045e-7,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Nectin1,7.635117636812411e-12,0.6944846100050792,0.331,0.196,1.5351931032338717e-7,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Fbxl15,7.704108506718878e-12,0.5445150793884183,0.461,0.302,1.549065097445965e-7,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Tceal9,7.974406820712459e-12,-0.4118614839713579,0.858,0.888,1.6034139794406545e-7,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Fam131b,8.007675097005495e-12,1.0173268926564003,0.197,0.098,1.610103231754895e-7,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Ntan1,8.368062295153339e-12,0.35750305686669837,0.837,0.737,1.6825662856864826e-7,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Glipr2,8.520282176832293e-12,1.046871330525133,0.168,0.077,1.7131731372956694e-7,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Pole4,8.627058174772214e-12,0.43318628179157453,0.592,0.417,1.734642587201449e-7,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Gstm4,8.679388486711405e-12,1.441904215581903,0.119,0.047,1.7451646430230626e-7,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
Ptdss1,8.721821248904995e-12,0.5916193374070116,0.397,0.249,1.7536965985173273e-7,5,seurat_posthocfilt_threshold_doubletfinder_soupx_tenx_10xmousebrain
